id,name,slug,short_description,description,category,subcategory,library,price,currency,compare_at_price,image,gallery_images,product_type,file_format,compatibility,benefits,includes,features,faqs,tags,gumroad_url,gumroad_product_id,gumroad_permalink,featured,status,seo_title,seo_description,updated_at,order
PS-00011,Academic Research & Synthesis,academic-research-and-synthesis,Scanning thousands of peer-reviewed papers to extract and cite relevant data.,"Purpose-built around scanning thousands of peer-reviewed papers to extract and cite relevant data, this pack gives you a repeatable, step-by-step way to brief your AI assistant, work through the task, and land on a review-ready result instead of starting from a blank prompt each time.

The pack walks you from initial context through to finished output: what to gather first, which prompts to run in order, what to check before you call it done, and how to adapt the templates to your own context. No prompt engineering degree required.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","CONTENT, WRITING & LOCALIZATION",Academic Research & Synthesis,1.txt,18,USD,,images/products/academic-research-and-synthesis.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for academic Research & Synthesis — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for academic Research & Synthesis|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for academic Research & Synthesis|Quick-reference card (one page),"Designed to run in any modern chat AI|Formatted for copy-paste, easy to edit|Instant delivery via Gumroad","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","academic|esearch|ynthesis|business,content|ai|skill",https://capitalstance.gumroad.com/l/egtiw,,,FALSE,published,Academic Research & Synthesis,Scanning thousands of peer-reviewed papers to extract and cite relevant data.,9/1/2026,11
PS-00012,Grant & Proposal Writing,grant-and-proposal-writing,"Drafting complex funding applications, non-profit grants, and government responses.","This structured skill pack focuses on one thing: drafting complex funding applications, non-profit grants, and government responses. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","CONTENT, WRITING & LOCALIZATION",Grant & Proposal Writing,1.txt,9,USD,,images/products/grant-and-proposal-writing.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for grant & Proposal Writing — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for grant & Proposal Writing|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for grant & Proposal Writing|Quick-reference card (one page),"Designed to run in any modern chat AI|Formatted for copy-paste, easy to edit|Instant delivery via Gumroad","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","grant|roposal|riting|business,content|ai|skill",https://capitalstance.gumroad.com/l/hipunb,,,FALSE,published,Grant & Proposal Writing,"Drafting complex funding applications, non-profit grants, and government responses.",9/1/2026,12
PS-00013,Real-Time Subtitling & Dubbing,real-time-subtitling-and-dubbing,Generating video captions and syncing translated voice tracks instantly.,"Purpose-built around generating video captions and syncing translated voice tracks instantly, this pack gives you a repeatable, step-by-step way to brief your AI assistant, work through the task, and land on a review-ready result instead of starting from a blank prompt each time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

You keep full control throughout — the assistant proposes, you decide. The pack ships as Markdown + PDF, is DRM-free, and works in ChatGPT, Claude, Gemini, or your own tooling. One-time purchase, instant delivery, yours to keep and adapt.","CONTENT, WRITING & LOCALIZATION",Real-Time Subtitling & Dubbing,1.txt,15,USD,20,images/products/real-time-subtitling-and-dubbing.svg,,prompt-pack,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for real-Time Subtitling & Dubbing — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for real-Time Subtitling & Dubbing|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for real-Time Subtitling & Dubbing|Quick-reference card (one page),"Designed to run in any modern chat AI|Formatted for copy-paste, easy to edit|Instant delivery via Gumroad","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","real|ime|ubtitling|ubbing|business,content|ai|skill",https://capitalstance.gumroad.com/l/tisvvh,,,FALSE,published,Real-Time Subtitling & Dubbing,Generating video captions and syncing translated voice tracks instantly.,9/1/2026,13
PS-00014,AI Writing Copilot Evaluator,ai-writing-copilot-evaluator,"Auditioning and selecting the best AI writing assistant for a person's exact tone, genre, and workflow, then tuning reusable style settings for consistent output.","This structured skill pack focuses on one thing: auditioning and selecting the best AI writing assistant for a person's exact tone, genre, and workflow, then tuning reusable style settings for consistent output. It turns that task into a clear intake → process → output routine you can run with any modern chat AI, so the same job comes out consistent every time.

Inside you will find the intake sheet, the full prompt chain, a worked example, and review checklists that catch the usual mistakes before you share the result. Adapt them to your context and the same process works again and again.

No subscriptions, no retraining, no special software. Open the pack in any chat assistant you already use, follow the numbered steps, and reuse the templates as often as you like. It is built to be edited to your exact context.","CONTENT, WRITING & LOCALIZATION",AI Writing Copilot Evaluator,1.txt,24,USD,32,images/products/ai-writing-copilot-evaluator.svg,,workflow-kit,Markdown + PDF,ChatGPT · Claude · Gemini,Purpose-built for aI Writing Copilot Evaluator — the process maps directly to the real task|Copy-paste prompts you can adapt to your context|Intake-to-output routine with review checkpoints|Reusable templates that keep results consistent,Intake & context sheet for aI Writing Copilot Evaluator|Step-by-step prompt sequence|Worked example in the field|Output & review checklist for aI Writing Copilot Evaluator|Quick-reference card (one page),"Designed to run in any modern chat AI|Formatted for copy-paste, easy to edit|Instant delivery via Gumroad","Do I need special software?::No. The pack works in ChatGPT, Claude, Gemini, or any chat assistant you already use.
Is this an AI model?::No — it is a structured skill pack (prompts, templates, checklists) that makes your existing assistant better at this task.
What exactly do I get?::The full pack as Markdown + PDF, delivered instantly after checkout, with a license to use and adapt it.","riting|opilot|valuator|business,content|ai|skill",https://capitalstance.gumroad.com/l/ljksxk,,,FALSE,published,AI Writing Copilot Evaluator,"Auditioning and selecting the best AI writing assistant for a person's exact tone, genre, and workflow, then tuning reusable style settings for consistent output.",9/1/2026,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
